PLACE_EN	PLACE_AR	PLACE_ALT	ADM1_EN	ADM2_EN	ADM3_EN
Arab as Sadah	عرب السادة (عبود ال فجيج)	عرب السادة	Kerbala	Al-Hindiya	Markaz Al-Hindiya
Arab Hasan Kurdi	عرب حسن كردي	عرب حسن كردي	Kerbala	Al-Hindiya	Markaz Al-Hindiya
Arab Husayn Sawadi	عرب حسين سوادي	عرب حسين سوادي	Kerbala	Al-Hindiya	Markaz Al-Hindiya
At Tallayah	الطلاية	الطلاية	Kerbala	Al-Hindiya	Markaz Al-Hindiya
Bani Salih	بني ساله آل غراب	قرية بني صالح	Kerbala	Al-Hindiya	Markaz Al-Hindiya
Farit	قريط	قريط	Kerbala	Al-Hindiya	Markaz Al-Hindiya
Hadi Hasan	هادي حسن	هادي حسن	Kerbala	Al-Hindiya	Markaz Al-Hindiya
Hasan as Sab	حسن السب	حسن السب	Kerbala	Al-Hindiya	Markaz Al-Hindiya
Hasan Mahdi	حسن مهدي	حسن مهدي	Kerbala	Al-Hindiya	Markaz Al-Hindiya
Hassan Ibn Hassun	حسان إبن حسون	حسان إبن حسون	Kerbala	Al-Hindiya	Markaz Al-Hindiya
Hassun Shanun	حسون شنون	حسون شنون	Kerbala	Al-Hindiya	Markaz Al-Hindiya
Jafar Tinah	جعفر طينة	جعفر طينة	Kerbala	Al-Hindiya	Markaz Al-Hindiya
Jalil Abdan	جليل عبدان	جليل عبدان	Kerbala	Al-Hindiya	Markaz Al-Hindiya
Katrad Abd	كطرد عبد	كطرد عبد	Kerbala	Al-Hindiya	Markaz Al-Hindiya
Kazim al Bukan	كاظم البكن	كاظم البكن	Kerbala	Al-Hindiya	Markaz Al-Hindiya
Kuraidi ad Darb	كريدي الدرب	كريدي الدرب	Kerbala	Al-Hindiya	Markaz Al-Hindiya
Mahdi Husayn	مهدي حسين	مهدي حسين	Kerbala	Al-Hindiya	Markaz Al-Hindiya
Majid Salih	مجيد صالح	مجيد صالح	Kerbala	Al-Hindiya	Markaz Al-Hindiya
Majzarah Suwayrij	مجزرة صويريج	مجزرة صويريج	Kerbala	Al-Hindiya	Markaz Al-Hindiya
Matar Abu Hashah	مطار أبو حشة	مطار أبو حشة	Kerbala	Al-Hindiya	Markaz Al-Hindiya
Mayuf Abd	معيوف عبد	معيوف عبد	Kerbala	Al-Hindiya	Markaz Al-Hindiya
Muhammad Abd Allah	محمد عبد الله	محمد عبد الله	Kerbala	Al-Hindiya	Markaz Al-Hindiya
Muhammad Hatif	محمد هاتف	محمد هاتف	Kerbala	Al-Hindiya	Markaz Al-Hindiya
Muhammad Sad	محمد سعد	محمد سعد	Kerbala	Al-Hindiya	Markaz Al-Hindiya
Muhammad Ziyar	محمد زيار	محمد زيار	Kerbala	Al-Hindiya	Markaz Al-Hindiya
Mutlaq as Salman	مطلق السلمان	مطلق السلمان	Kerbala	Al-Hindiya	Markaz Al-Hindiya
Nahiyat ar Rajibah	ناحية الرجيبة	ناحية الرجيبة	Kerbala	Al-Hindiya	Markaz Al-Hindiya
Qalat Shaykh Awdah	قلعة شيخ عودة	قلعة شيخ عودة	Kerbala	Al-Hindiya	Markaz Al-Hindiya
Qaryat Abd Uwaynat	قرية عبد عوينات	قرية عبد عوينات	Kerbala	Al-Hindiya	Markaz Al-Hindiya
Qaryat al Ajda	قرية الأجدع	قرية الأجدع	Kerbala	Al-Hindiya	Markaz Al-Hindiya
Qaryat al Bath	قرية البعث	قرية البعث	Kerbala	Al-Hindiya	Markaz Al-Hindiya
Qaryat al Bur	قرية البور	قرية البور	Kerbala	Al-Hindiya	Markaz Al-Hindiya
Qaryat Al Jamil	قرية آل جميل	قرية آل جميل	Kerbala	Al-Hindiya	Markaz Al-Hindiya
Qaryat al Jawf	قرية الجوف	قرية الجوف	Kerbala	Al-Hindiya	Markaz Al-Hindiya
Qaryat Albu Khalaf	قرية آل بو خلف	قرية آل بو خلف	Kerbala	Al-Hindiya	Markaz Al-Hindiya
Qaryat an Nabhaniyah	قرية النبهانية	قرية النبهانية	Kerbala	Al-Hindiya	Markaz Al-Hindiya
Qaryat an Nur	قرية النور	قرية النور	Kerbala	Al-Hindiya	Markaz Al-Hindiya
Qaryat as Sajlah	قرية السجلة	قرية السجلة	Kerbala	Al-Hindiya	Markaz Al-Hindiya
Qaryat as Sakhr al Arabi	قرية الصخر العربي	قرية الصخر العربي	Kerbala	Al-Hindiya	Markaz Al-Hindiya
Qaryat ash Shati	قرية الشاطئ	قرية الشاطئ	Kerbala	Al-Hindiya	Markaz Al-Hindiya
Qaryat Bayd Hilalat	قرية بيض هلالات	قرية بيض هلالات	Kerbala	Al-Hindiya	Markaz Al-Hindiya
Qaryat Kalyubah	قرية كليوبة	قرية كليوبة	Kerbala	Al-Hindiya	Markaz Al-Hindiya
Qaryat Karayit	قرية كرايط	قرية كرايط	Kerbala	Al-Hindiya	Markaz Al-Hindiya
Qaryat Midakhkhat al Qiyadah	قرية الفيادة البوسوادي	قرية مضخات القيادة	Kerbala	Al-Hindiya	Markaz Al-Hindiya
Qaryat Qital al Janubi	قرية قتال الجنوبي	قرية قتال الجنوبي	Kerbala	Al-Hindiya	Markaz Al-Hindiya
Qaryat Tanubah	قرية طنوبة	قرية طنوبة	Kerbala	Al-Hindiya	Markaz Al-Hindiya
Qaryat Umm Jadr	قرية أم جدر	قرية أم جدر	Kerbala	Al-Hindiya	Markaz Al-Hindiya
Rayzah	رايظة	رايظة	Kerbala	Al-Hindiya	Markaz Al-Hindiya
Safi Husayn	صافي حسين	صافي حسين	Kerbala	Al-Hindiya	Markaz Al-Hindiya
Sajlan	سجلان	سجلان	Kerbala	Al-Hindiya	Markaz Al-Hindiya
Salih Amanah	صالح أمانة	صالح أمانة	Kerbala	Al-Hindiya	Markaz Al-Hindiya
Salih Mahdi	صالح مهدي	صالح مهدي	Kerbala	Al-Hindiya	Markaz Al-Hindiya
Shamshul	شمشول	شمشول	Kerbala	Al-Hindiya	Markaz Al-Hindiya
Shamun	شمون	شمون	Kerbala	Al-Hindiya	Markaz Al-Hindiya
Sultan Jabr	سلطان جبر	سلطان جبر	Kerbala	Al-Hindiya	Markaz Al-Hindiya
Tumas ar Rahaj	توماس الرهاج	توماس الرهاج	Kerbala	Al-Hindiya	Markaz Al-Hindiya
Tuwayrij	طويريج	طويريج	Kerbala	Al-Hindiya	Markaz Al-Hindiya
Umm Kadr	أم كدر	أم كدر	Kerbala	Al-Hindiya	Markaz Al-Hindiya
Wahid Ali	وحيد علي	وحيد علي	Kerbala	Al-Hindiya	Markaz Al-Hindiya
Wahid Bahr	وحيد بحر	وحيد بحر	Kerbala	Al-Hindiya	Markaz Al-Hindiya
Yasin Khudayr	ياسين خضير	ياسين خضير	Kerbala	Al-Hindiya	Markaz Al-Hindiya
Abd al Hasan Jasim	عبد الحسن جاسم	عبد الحسن جاسم	Kerbala	Kerbela	Markaz Kerbela
Abd Allah Husayn	عبد الله حسين	عبد الله حسين	Kerbala	Kerbela	Markaz Kerbela
Abd Jasim	عبد جاسم	عبد جاسم	Kerbala	Kerbela	Markaz Kerbela
Abd Mufid	عبد مفيض	عبد مفيض	Kerbala	Kerbela	Markaz Kerbela
Abu Ajjaj	أبو عجاج	أبو عجاج	Kerbala	Kerbela	Markaz Kerbela
Ahnin al Hamadi	أحنين الحمادي	أحنين الحمادي	Kerbala	Kerbela	Markaz Kerbela
Al Hajj Kazim	الحاج كاظم	الحاج كاظم	Kerbala	Kerbela	Markaz Kerbela
Al Hurr	الحر	الحر	Kerbala	Kerbela	Markaz Kerbela
Al Qattarah	قطارة الامام علي - ع	القطارة	Kerbala	Kerbela	Markaz Kerbela
Arab Abud Fulayh	عرب عبود فليح	عرب عبود فليح	Kerbala	Kerbela	Markaz Kerbela
Arab Abud Mutlak	عرب عبود مطلك	عرب عبود مطلك	Kerbala	Kerbela	Markaz Kerbela
Arab Shabib Umran	عرب شبيب عمران	عرب شبيب عمران	Kerbala	Kerbela	Markaz Kerbela
Hamzah ad Dahsh	حمزة الدهش	حمزة الدهش	Kerbala	Kerbela	Markaz Kerbela
Muarid	معارض	الحي الصناعي	Kerbala	Kerbela	Markaz Kerbela
Qalat al Ballush	قلعة البلوش	قلعة البلوش	Kerbala	Kerbela	Markaz Kerbela
Qaryat Abkirah	قرية أبكيرة	قرية أبكيرة	Kerbala	Kerbela	Markaz Kerbela
Qaryat ad Daliyah	قرية الدالية	قرية الدالية	Kerbala	Kerbela	Markaz Kerbela
Qaryat al ghaltawiyah	قرية الغلطاوية	قرية الفلطاوية	Kerbala	Kerbela	Markaz Kerbela
Qaryat al Hurr as Saghir	قرية الحر الصغير	قرية الحر الصغيرة	Kerbala	Kerbela	Markaz Kerbela
Qaryat al Kamaliyah	قرية الكمالية	قرية الكمالية	Kerbala	Kerbela	Markaz Kerbela
Qaryat al Karkashiyah	قرية الكركشية	قرية الكركشية	Kerbala	Kerbela	Markaz Kerbela
Qaryat Muslayh	قرية مصليح	قرية مصليح	Kerbala	Kerbela	Markaz Kerbela
Tall Abu Ithnash	تل أبو إثناش	تل أبو إثناش	Kerbala	Kerbela	Markaz Kerbela
Unq	عنق	عنق	Kerbala	Kerbela	Markaz Kerbela
Abbas	عرب عباس حسن	عرب عباس حسن	Kerbala	Kerbela	Al-Hassainya
Abbas Abud	عباس عبود	عباس عبود	Kerbala	Kerbela	Al-Hassainya
Abbas Hamzah	عباس حمزة	عباس حمزة	Kerbala	Kerbela	Al-Hassainya
Abd Akbarat Amr	عبد أكبرة عامر	عبد أكبرة عامر	Kerbala	Kerbela	Al-Hassainya
Abd al Hussayn Muhammad	عبد الحسين محمد	عبد الحسين محمد	Kerbala	Kerbela	Al-Hassainya
Abd al Karam	عبد الكرم	عبد الكرم	Kerbala	Kerbela	Al-Hassainya
Abd al Muhsin as Saud	عبد المحسن السعود	عبد المحسن السعود	Kerbala	Kerbela	Al-Hassainya
Abd al Rida Hasan	عبد الرضا حسن	عبد الرضا حسن	Kerbala	Kerbela	Al-Hassainya
Abd Ali Mahdi	عبد علي مهدي	عبد علي مهدي	Kerbala	Kerbela	Al-Hassainya
Abd ar Rida Saddam	عبد الرضى صدام	عبد الرضى صدام	Kerbala	Kerbela	Al-Hassainya
Abd Awn	عبد عون	عبد عون	Kerbala	Kerbela	Al-Hassainya
Abd Awn Jasim	عبد عون جاسم	عبد عون جاسم	Kerbala	Kerbela	Al-Hassainya
Al Husayniyah	الحسينية	الحسينية	Kerbala	Kerbela	Al-Hassainya
Al Ubaytir	قرية الأبيتر	قرية الأبيتر	Kerbala	Kerbela	Al-Hassainya
Alaywi	قرية محمد العلاوي	قرية محمد العلاوي	Kerbala	Kerbela	Al-Hassainya
Ali Kulayb	علي كليب	علي كليب	Kerbala	Kerbela	Al-Hassainya
Ansar	أنصار	أنصار	Kerbala	Kerbela	Al-Hassainya
Arab Abd Allah Kazim	عرب عبد الله كاظم	عرب عبد الله كاظم	Kerbala	Kerbela	Al-Hassainya
Arab Abd ar Raghd	عرب عبد الرغد	عرب عبد الرغد	Kerbala	Kerbela	Al-Hassainya
Arab Aziz Karim	عرب عزيز كريم	عرب عزيز كريم	Kerbala	Kerbela	Al-Hassainya
Arab Faysal Farhan	عرب فيصل فرحان	عرب فيصل فرحان	Kerbala	Kerbela	Al-Hassainya
Arab Musa Hamzah	عرب موسى حمزة	عرب موسى حمزة	Kerbala	Kerbela	Al-Hassainya
Arab Turki Nuri	عرب تركي نوري	عرب تركي نوري	Kerbala	Kerbela	Al-Hassainya
Arab Ubayd Shamir	عرب عبيد شمير	عرب عبيد شمير	Kerbala	Kerbela	Al-Hassainya
As Sayyid Qasim	قصر السيد قاسم	قصر السيد قاسم	Kerbala	Kerbela	Al-Hassainya
Bayd Jad	بيد جعد	بيد جعد	Kerbala	Kerbela	Al-Hassainya
Bayt Hamzah al Abbas	بيت حمزة العباس	بيت حمزة العباس	Kerbala	Kerbela	Al-Hassainya
Bustan Ali al Jasim	بستان علي الجسم	بستان علي الجسم	Kerbala	Kerbela	Al-Hassainya
Darawish	دراويش	دراويش	Kerbala	Kerbela	Al-Hassainya
Hadi Ibrahim	هادي إبراهيم	هادي إبراهيم	Kerbala	Kerbela	Al-Hassainya
Hamzah Muhammad	حمزة محمد	حمزة محمد	Kerbala	Kerbela	Al-Hassainya
Hanumi	حنومي	حنومي	Kerbala	Kerbela	Al-Hassainya
Hasan Hashim	حسن هاشم	حسن هاشم	Kerbala	Kerbela	Al-Hassainya
Husayn Ali	حسين علي	حسين علي	Kerbala	Kerbela	Al-Hassainya
Imam Awn	إمام عون	إمام عون	Kerbala	Kerbela	Al-Hassainya
Khalil	خليل	خليل	Kerbala	Kerbela	Al-Hassainya
Khudayr Abd Ali Jiyad	خضير عبد علي جياد	خضير عبد علي جياد	Kerbala	Kerbela	Al-Hassainya
Muzhir Nab	مزهر نبع	مزهر نبع	Kerbala	Kerbela	Al-Hassainya
Naji Salman	ناجي سلمان	ناجي سلمان	Kerbala	Kerbela	Al-Hassainya
Qaryat Abbas	قرية عباس	قرية عباس	Kerbala	Kerbela	Al-Hassainya
Qaryat ad Darwishi	قرية الدرويشي	قرية الدرويشي	Kerbala	Kerbela	Al-Hassainya
Qaryat al Aslamiyah ash Sharqiyah	قرية العسلامية الشرقية	قرية العسلامية الشرقية	Kerbala	Kerbela	Al-Hassainya
Qaryat al Birkah	قرية البركة الأولى	قرية البركة الأولى	Kerbala	Kerbela	Al-Hassainya
Qaryat al Birkah ath Thaniyah	قرية البركة الثانية	قرية البركة الثانية	Kerbala	Kerbela	Al-Hassainya
Qaryat al Jankah	الحافظ	قرية الجنكة	Kerbala	Kerbela	Al-Hassainya
Qaryat al Wand	قرية الوند	قرية الوند	Kerbala	Kerbela	Al-Hassainya
Qaryat al Yusufiyah	قرية اليوسفية	قرية اليوسفية	Kerbala	Kerbela	Al-Hassainya
Qaryat Albu Fawwaz	قرية آل بو فواز	قرية آل بو فواز	Kerbala	Kerbela	Al-Hassainya
Qaryat Albu Humayd	قرية آل بو حوميد	قرية آل بو حوميد	Kerbala	Kerbela	Al-Hassainya
Qaryat Amshiyah	قرية العمشية	قرية العمشية	Kerbala	Kerbela	Al-Hassainya
Qaryat as Salamiyah al Gharbiyah	قرية السلامية الغربية	قرية السلامية الغربية	Kerbala	Kerbela	Al-Hassainya
Qaryat ash Shatb	قرية الشطب	قرية الشطب	Kerbala	Kerbela	Al-Hassainya
Qaryat ath Thalathani	قرية الثلثاني	قرية الثلثاني	Kerbala	Kerbela	Al-Hassainya
Qaryat Awn	امام عون	قرية عون	Kerbala	Kerbela	Al-Hassainya
Qaryat az Zaabiyah	قرية الزعبية	قرية الزعبية	Kerbala	Kerbela	Al-Hassainya
Qaryat az Zawiyah	سدة الهندية	قرية الزوية	Kerbala	Kerbela	Al-Hassainya
Qaryat Bidat Aswad	قرية بدعة أسود	قرية بدعة أسود	Kerbala	Kerbela	Al-Hassainya
Qaryat Bidat Sharif	قرية بدعة شريف	قرية بدعة شريف	Kerbala	Kerbela	Al-Hassainya
Qaryat Khaswah	قرية	قرية	Kerbala	Kerbela	Al-Hassainya
Qaryat Muhammad al Ali	قرية محمد العلي	قرية محمد العلي	Kerbala	Kerbela	Al-Hassainya
Qaryat Namat Fayat	قرية نعمة فيات	قرية نعمة فيات	Kerbala	Kerbela	Al-Hassainya
Qaryat Umm al Hamam	قرية أم الحمام	قرية أم الحمام	Kerbala	Kerbela	Al-Hassainya
Sayyid Alwan	سيد علوان	سيد علوان	Kerbala	Kerbela	Al-Hassainya
Shahin Shakir	شهين شاكر	شهين شاكر	Kerbala	Kerbela	Al-Hassainya
Subayh Nahi	صبيح ناهي	صبيح ناهي	Kerbala	Kerbela	Al-Hassainya
Ubayd Alwan	عبيد علوان	عبيد علوان	Kerbala	Kerbela	Al-Hassainya
Abd Allah Salim	عبد الله سالم	عبد الله سالم	Kirkuk	Al-Hawiga	Markaz Al-Hawiga
Abu Gassa	ابو گصە	ابو گصە	Kirkuk	Al-Hawiga	Markaz Al-Hawiga
Abu Shakhrah	قرية أبو صخرة	قرية أبو صخرة	Kirkuk	Al-Hawiga	Markaz Al-Hawiga
Age of flies	سن الذبان	سن الذبان	Kirkuk	Al-Hawiga	Markaz Al-Hawiga
Ahmad Abd Allah	أحمد عبد الله	أحمد عبد الله	Kirkuk	Al-Hawiga	Markaz Al-Hawiga
Ali Abd Allah as Salih	علي عبد الله الصالح	علي عبد الله الصالح	Kirkuk	Al-Hawiga	Markaz Al-Hawiga
Atiyat Shihab	عطية شهاب	عطية شهاب	Kirkuk	Al-Hawiga	Markaz Al-Hawiga
Atshanah al Ulya	عطشانة العليا	عطشانة العليا	Kirkuk	Al-Hawiga	Markaz Al-Hawiga
Atshanah as Sufla	عطشانة السفلى	عطشانة السفلى	Kirkuk	Al-Hawiga	Markaz Al-Hawiga
Awad as Sahi	عواد الساهي	عواد الساهي	Kirkuk	Al-Hawiga	Markaz Al-Hawiga
Babujan	بابوجان	بابوجان	Kirkuk	Al-Hawiga	Markaz Al-Hawiga
Barawaliyah al Ulya	برعولية العليا	برعولية العليا	Kirkuk	Al-Hawiga	Markaz Al-Hawiga
Batma	بطمة	بطمة	Kirkuk	Al-Hawiga	Markaz Al-Hawiga
Daham	دحام	دحام	Kirkuk	Al-Hawiga	Markaz Al-Hawiga
Gobiba	كوبيبة	كوبيبة	Kirkuk	Al-Hawiga	Markaz Al-Hawiga
Habib bi Mahar	حبيب بمهار	حبيب بمهار	Kirkuk	Al-Hawiga	Markaz Al-Hawiga
Hamud at Tabl	حمود الطبل	حمود الطبل	Kirkuk	Al-Hawiga	Markaz Al-Hawiga
Hawas Husayn	حواس حسين	حواس حسين	Kirkuk	Al-Hawiga	Markaz Al-Hawiga
Husayn Ali Muhammad	حسين علي محمد	حسين علي محمد	Kirkuk	Al-Hawiga	Markaz Al-Hawiga
Husayn Sultan	حسين سلطان	حسين سلطان	Kirkuk	Al-Hawiga	Markaz Al-Hawiga
Ibrahim Runan	إبراهيم رونان	إبراهيم رونان	Kirkuk	Al-Hawiga	Markaz Al-Hawiga
Idris Sultan	إدريس سلطان	إدريس سلطان	Kirkuk	Al-Hawiga	Markaz Al-Hawiga
Jadad	قرية الجديدة	قرية الجديدة	Kirkuk	Al-Hawiga	Markaz Al-Hawiga
Jasim Banu	جاسم بنو	جاسم بنو	Kirkuk	Al-Hawiga	Markaz Al-Hawiga
Khadar Muhammad Abd	خضر محمد عبد	خضر محمد عبد	Kirkuk	Al-Hawiga	Markaz Al-Hawiga
Khalaf Hamud	خلف حمود	خلف حمود	Kirkuk	Al-Hawiga	Markaz Al-Hawiga
Mansuriyah	منصورية	منصورية	Kirkuk	Al-Hawiga	Markaz Al-Hawiga
Muhammad Abd Allah Hadar	محمد عبد الله حضر	محمد عبد الله حضر	Kirkuk	Al-Hawiga	Markaz Al-Hawiga
Muhammad Ali	محمد علي	محمد علي	Kirkuk	Al-Hawiga	Markaz Al-Hawiga
Muhammad Hamid	محمد حميد	محمد حميد	Kirkuk	Al-Hawiga	Markaz Al-Hawiga
Najm Abd Allah Hamud	نجم عبد الله حمود	نجم عبد الله حمود	Kirkuk	Al-Hawiga	Markaz Al-Hawiga
Najm Abd Allah Khadar	نجم عبد الله خضر	نجم عبد الله خضر	Kirkuk	Al-Hawiga	Markaz Al-Hawiga
Qaryat al Amarah	قرية العمارة	قرية العمارة	Kirkuk	Al-Hawiga	Markaz Al-Hawiga
Qaryat al Arishat al Ulya	قرية العريشة العليا	قرية العريشة العليا	Kirkuk	Al-Hawiga	Markaz Al-Hawiga
Qaryat al Aslaniyah	قرية العصلانية	قرية العصلانية	Kirkuk	Al-Hawiga	Markaz Al-Hawiga
Qaryat al Hawas	قرية الحواس	قرية الحواس	Kirkuk	Al-Hawiga	Markaz Al-Hawiga
Qaryat al Jamilah	قرية الجميلة	قرية الجميلة	Kirkuk	Al-Hawiga	Markaz Al-Hawiga
Qaryat al Kazimiyah	قرية الكاظمية	قرية الكاظمية	Kirkuk	Al-Hawiga	Markaz Al-Hawiga
Qaryat al Masfat as Sufla	قرية المصنعة السفلى	قرية المصنعة السفلى	Kirkuk	Al-Hawiga	Markaz Al-Hawiga
Qaryat al Qasmiyah	قرية القاسمية	قرية القاسمية	Kirkuk	Al-Hawiga	Markaz Al-Hawiga
Qaryat Alushah	قرية علوشة	قرية علوشة	Kirkuk	Al-Hawiga	Markaz Al-Hawiga
Qaryat an Nahatiyah	قرية النحاتية	قرية النحاتية	Kirkuk	Al-Hawiga	Markaz Al-Hawiga
Qaryat Arbidat al Asariyah	قرية أربيضة العصرية	قرية أربيضة العصرية	Kirkuk	Al-Hawiga	Markaz Al-Hawiga
Qaryat Azizi	قرية عزيزي	قرية عزيزي	Kirkuk	Al-Hawiga	Markaz Al-Hawiga
Qaryat Hamid al Hardan	قرية حميد الحردان	قرية حميد الحردان	Kirkuk	Al-Hawiga	Markaz Al-Hawiga
Qaryat Lazakah	قرية لزاكة	قرية لزاكة	Kirkuk	Al-Hawiga	Markaz Al-Hawiga
Qaryat Nakar	قرية نكارأول البودوله	قرية نكار	Kirkuk	Al-Hawiga	Markaz Al-Hawiga
Qaryat Saghirat al Ulya	قرية صغيرة العليا	قرية صغيرة العليا	Kirkuk	Al-Hawiga	Markaz Al-Hawiga
Qaryat Saghirat Sufla	قرية صغيرة سفلى	قرية صغيرة سفلى	Kirkuk	Al-Hawiga	Markaz Al-Hawiga
